,Year,Country,Case Number,Activity,Injury,Fatal (Y/N)
3422,1965,SOUTH AFRICA,1965.00.00.a,Other,No details,UNKNOWN
3423,1964,SOUTH AFRICA,1964.12.25,Swimming,"Hand, ankle & calf lacerated",N
3424,1964,PAPUA NEW GUINEA,1964.12.10.b,Other,Thigh severely lacerated,N
3425,1964,AUSTRALIA,1964.12.10.a,Fishing,"No injury to occupants, shark rammed boat, bit planks & sheared off copper rivet at stern of boat",N
3426,1964,PAPUA NEW GUINEA,1964.12.09,Swimming,Survived,N
3427,1964,OTHER,1964.12.06,Fishing,FATAL,Y
3428,1964,AUSTRALIA,1964.11.29,Diving,Left leg severed,N
3429,1964,AUSTRALIA,1964.11.18,Swimming,FATAL,Y
3430,1964,AUSTRALIA,1964.11.13,Other,"Shark made threat display, then diver hit it with powerhead PROVOKED INCIDENT",N
3431,1964,USA,1964.11.05,Fishing,"No injury to occupant, shark bit propeller of outboard motor",N
3432,1964,SOUTH AFRICA,1964.10.31,Surfing,Right leg bitten  while attempting to gaff hooked shark PROVOKED INCIDENT,N
3433,1964,USA,1964.10.25,Other,"No injury to occupants, drove sharks away with paddles",N
3434,1964,AUSTRALIA,1964.10.04,Surfing,Abrasions & 11 teethmarks on right lower leg,N
3435,1964,OTHER,1964.09.27,Fishing,"Disappeared, probable drowning but sharks in area led to speculation that he was taken by a shark",UNKNOWN
3436,1964,OTHER,1964.09.20,Swimming,FATAL,Y
3437,1964,OTHER,1964.09.07,Swimming,Right thigh &  elbow bitten,N
3438,1964,USA,1964.08.26,Swimming,Bruised & abraded ankle,N
3439,1964,MEXICO,1964.08.23,Other,Right thigh bitten,N
3440,1964,USA,1964.08.22,Diving,3 m to 3.7 m [10' to 12']  great hammerhead shark shark only made a threat display. No injury,N
3441,1964,USA,1964.08.21,Swimming,"No injury,  bumped repeatedly",N
3442,1964,USA,1964.08.08,Fishing,"No injury, shark hit scuba tank",N
3443,1964,JAPAN,1964.08.03,Swimming,"Leg bitten, surgically amputated",N
3444,1964,PANAMA,1964.08.00,Diving,Foot lacerated,N
3445,1964,USA,1964.07.27,Other,Arm lacerated by speared shark PROVOKED INCIDENT,N
3446,1964,SOUTH AFRICA,1964.07.16,Other,"No injury, shark charged & impaled itself on spear",N
3447,1964,USA,1964.07.15,Other,"No injury, no attack; sharks ate their food tied to a line over the side of the raft",N
3448,1964,SOUTH AFRICA,1964.07.08.b,Fishing,"Remains recovered, probable drowning and scavenging",Y
3449,1964,USA,1964.07.08.a,Other,"No injury to occupant, hooked shark rammed & bit boat PROVOKED INCIDENT",N
3450,1964,PAPUA NEW GUINEA,1964.07.00.b,Fishing,"FATAL, leg severed ",Y
3451,1964,PAPUA NEW GUINEA,1964.07.00.a,Other,"No injury to occupant, canoe struck several times by shark ",N
3452,1964,OTHER,1964.06.29.a,Other,"7 rescued, 7 bodies recovered, 10 missing. Many sharks in crash area.",Y
3453,1964,USA,1964.06.28,Swimming,"Disappeared, probable drowning but sharks in area led to speculation that she was taken by a shark",Y
3454,1964,USA,1964.06.24,Fishing,"No injury to occupants, shark crashed through windshield of boat",N
3455,1964,PAPUA NEW GUINEA,1964.06.17,Fishing,"No injury to occupant, shark lifted canoe's outrigger",N
3456,1964,FIJI,1964.06.23,Fishing,Buttocks bitten,N
3457,1964,SOUTH AFRICA,1964.06.02,Swimming,"Skeletonized, except for head & feet. Possibly a drowning / scavenging",Y
3458,1964,PANAMA,1964.05.30,Standing,No injury,N
3459,1964,FIJI,1964.05.08,Fishing,"FATAL, buttocks, lower abdomen & genitalia removed  ",Y
3460,1964,PANAMA,1964.05.00,Diving,"FATAL, torso / abdomen severely bitten  ",Y
3461,1964,PAPUA NEW GUINEA,1964.04.07,Fishing,FATAL,Y
3462,1964,AUSTRALIA,1964.03.28.b,Surfing,Left thigh lacerated,N
3463,1964,PAPUA NEW GUINEA,1964.03.28.a,Other,Presumed FATAL,Y
3464,1964,USA,1964.03.05,Diving,"Minor injury, abdomen abraded when he collided with the shark",N
3465,1964,OTHER,1964.03.00,Diving,Thigh & hand bitten,N
3466,1964,FIJI,1964.02.17.R,Fishing,Hooked shark bit boat PROVOKED INCIDENT,N
3467,1964,NEW CALEDONIA,1964.02.14.b,Diving,"FATAL, foot & part of other leg severed  ",Y
3468,1964,FIJI,1964.02.14.a,Fishing,"FATAL, thigh and abdomen bitten ",Y
3469,1964,NEW ZEALAND,1964.02.11,Diving,Hand lacerated,N
3470,1964,NEW ZEALAND,1964.02.10,Fishing,"No injury to diver, shark bit speargun",N
3471,1964,SOUTH AFRICA,1964.02.08,Body boarding,Right ankle lacerated,N
3472,1964,NEW ZEALAND,1964.02.05.b,Other,Right leg & shoulder lacerated,N
3473,1964,NEW ZEALAND,1964.02.05.a,Swimming,"FATAL, both legs bitten & right leg severed at knee ",Y
3474,1964,AUSTRALIA,1964.02.02,Swimming,Body not recovered  / May have drowned prior to shark involvement,Y
3475,1964,NEW ZEALAND,1964.02.01,Other,"No injury to occupants , shark nudged oars",N
3476,1964,USA,1964.02.00.b,Other,No injury,N
3477,1964,OTHER,1964.02.00.a,Swimming,"FATAL, right arm & left thigh bitten ",Y
3478,1964,FIJI,1964.01.27,Fishing,FATAL,Y
3479,1964,SOUTH AFRICA,1964.01.23,Surfing,Heel & ankle bitten,N
3480,1964,SOUTH AFRICA,1964.01.22,Standing,Heel bitten,N
3481,1964,SOUTH AFRICA,1964.01.21,Other,"No injury to occupants, shark holed  boat",N
3482,1964,AUSTRALIA,1964.01.18,Diving,Arm lacerated,N
3483,1964,USA,1964.01.11,Surfing,Leg & thigh bitten,N
3484,1964,PAPUA NEW GUINEA,1964.01.06.R,Fishing,FATAL,Y
3485,1964,FIJI,1964.01.04,Swimming,Deep lacerations to her right thigh,N
3486,1964,AUSTRALIA,1964.01.01.b,Other,,UNKNOWN
3487,1964,SOUTH AFRICA,1964.01.01.a,Diving,Lacerations and puncture wounds in right arm ,N
3488,1964,NEW ZEALAND,1964.01.00,Snorkeling,No injury,N
3489,1963,SOUTH AFRICA,1963.12.29,Standing,"Right hand & foot severed, thigh & buttock lacerated",N
3490,1963,SOUTH AFRICA,1963.12.26.b,Swimming,"Lower leg bitten & foot severed, leg surgically amputated below knee",N
3491,1963,AUSTRALIA,1963.12.26.a,Other,"No injury, shark's tail struck his armpit",N
3492,1963,SOUTH AFRICA,1963.12.25,Swimming,"FATAL, shoulders, arms, abdomen & foot bitten  ",Y
3493,1963,OTHER,1963.12.22.b,Other,"One woman reported to have suffered fish bites, but cause of her death was exposure & drowning""",N
3494,1963,SOUTH AFRICA,1963.12.22.a,Other,Foot lacerated  PROVOKED INCIDENT,N
3495,1963,AUSTRALIA,1963.12.21,Fishing,7 puncture wounds in right forearm from hooked shark PROVOKED INCIDENT,N
3496,1963,SOUTH AFRICA,1963.12.20.b,Fishing,Foot lacerated,N
3497,1963,SOUTH AFRICA,1963.12.20.a,Surfing,"FATAL, arm severed, leg bitten",Y
3498,1963,AUSTRALIA,1963.12.08,Fishing,Torso & hand lacerated,N
3499,1963,OTHER,1963.12.04.R,Fishing,"FATAL, leg severely bitten",Y
3500,1963,NEW ZEALAND,1963.11.30.b,Other,Hand & lower leg severely injured,N
3501,1963,PAPUA NEW GUINEA,1963.11.30.a,Fishing,Left arm lacerated  PROVOKED INCIDENT,N
3502,1963,FIJI,1963.11.28,Fishing,Elbow bitten,N
3503,1963,FIJI,1963.11.25,Fishing,Ankle & foot bitten,N
3504,1963,ITALY,1963.11.16.R,Fishing,No injury,N
3505,1963,AUSTRALIA,1963.11.14,Other,"No injury to occupant, netted shark rammed & bit boat PROVOKED INCIDENT",N
3506,1963,USA,1963.11.12,Other,No injury PROVOKED INCIDENT,N
3507,1963,PAPUA NEW GUINEA,1963.11.05.R,Wading,Thigh lacerated ,N
3508,1963,OTHER,1963.11.04,Fishing,Left calf lacerated,N
3509,1963,USA,1963.10.16,Surfing,"Right thigh &  foot bruised, right calf  lacerated",N
3510,1963,OTHER,1963.10.15,Fishing,"Right hand lacerated, PROVOKED INCIDENT",N
3511,1963,OTHER,1963.09.29,Diving,FATAL,Y
3512,1963,USA,1963.09.26,Fishing,Sharks tried to overturn raft and took Mrs. Dumas' body; scavenging by shark/s,Y
3513,1963,SOLOMON ISLANDS,1963.09.22,Fishing,"FATAL, right thigh, calf & foot bitten ",Y
3514,1963,AUSTRALIA,1963.09.13,Surfing,"A ""dead"" shark grabbed by the tail bit his right torso PROVOKED INCIDENT",N
3515,1963,USA,1963.09.10,Fishing,Minor injury to left forearm  PROVOKED INCIDENT,N
3516,1963,OTHER,1963.08.00,Swimming,"FATAL. Eyewitness said, ""One was thrown in the air like a basketball, and while in the air another shark took a bite out of his belly."" ",Y
3517,1963,OTHER,1963.07.28,Fishing,Upper left arm bitten,N
3518,1963,USA,1963.07.15,Bathing,"Left forearm bitten, surgically amputated?",N
3519,1963,USA,1963.07.11,Fishing,"Cuts on right hand, PROVOKED INCIDENT",N
3520,1963,OTHER,1963.07.10.R,Fishing,No survivors & a body sighted could not be recovered because of sharks,Y
3521,1963,PANAMA,1963.07.00,Other,"FATAL, foot nearly severed ",Y
3522,1963,OTHER,1963.06.01.b,Swimming,FATAL,Y
3523,1963,PAPUA NEW GUINEA,1963.06.01.a,Fishing,"Hooked shark bit his nose, arm and leg PROVOKED INCIDENT",N
3524,1963,USA,1963.05.18,Swimming,3 lacerations below right knee,N
3525,1963,PHILIPPINES,1963.05.14,Other,"Of the 42 people on board, 5 died of exposure, others drowned or were taken by sharks, and survivors were rescued after spending 3 days in the water.",Y
3526,1963,AUSTRALIA,1963.04.22,Fishing,Foot lacerated by netted shark PROVOKED INCIDENT,N
3527,1963,USA,1963.04.20,Swimming,"FATAL, hand severed, shoulder, hip, foot, thigh bitten & femoral artery severed  ",Y
3528,1963,SOUTH AFRICA,1963.04.17,Swimming,Buttock bitten,N
3529,1963,AUSTRALIA,1963.04.13,Surfing,Arm bitten,N
3530,1963,USA,1963.04.12,Surfing,Left foot & leg bitten,N
3531,1963,USA,1963.04.08,Other,"May have drowned prior to shark involvement, partial remains recovered",Y
3532,1963,SOLOMON ISLANDS,1963.03.30,Other,FATAL,Y
3533,1963,PAPUA NEW GUINEA,1963.02.27,Swimming,Right shoulder bitten,N
3534,1963,AUSTRALIA,1963.02.24,Fishing,Left leg lacerated,N
3535,1963,FIJI,1963.02.08,Fishing,Left arm bitten,N
3536,1963,OTHER,1963.02.06,Other,Laceration to right forearm,N
3537,1963,USA,1963.02.04,Other,Shark involvement unconfirmed. Two shark-bitten lifejackets were recovered leading to speculation that sharks took at least 2 of the 39 missing crewmen,Y
3538,1963,FIJI,1963.01.30,Diving,Hand & arm severely lacerated,N
3539,1963,AUSTRALIA,1963.01.28,Wading,"FATAL, right femoral artery severed, thigh, calf, buttock & left hand bitten  ",Y
3540,1963,AUSTRALIA,1963.01.26,Swimming,"9' shark in area when he disappeared, body not recovered",Y
3541,1963,SOUTH AFRICA,1963.01.22,Fishing,"No injury to occupant, shark leapt inside boat",N
3542,1963,NEW ZEALAND,1963.01.14,Fishing,Minor lacerations to hand and arm after he seized the shark's tail PROVOKED INCIDENT,N
3543,1963,SOUTH AFRICA,1963.01.12,Fishing,Foot bitten by shark hooked & taken on boat  PROVOKED INCIDENT,N
3544,1963,SOUTH AFRICA,1963.01.11,Diving,Lacerations & punctures on left  forearm,N
3545,1963,SOUTH AFRICA,1963.01.06,Fishing,Lacerations to right  arm,N
3546,1963,AUSTRALIA,1963.01.04,Fishing,No injury to occupants; hooked shark slammed into side of boat PROVOKED INCIDENT,N
3547,1963,MOZAMBIQUE,1963.01.00,Other,"No injury to occupant. Shark tore chunk from canoe, then bumped 2 other canoes",N
3548,1963,FIJI,1963.00.00.b,Other,No details,UNKNOWN
3549,1963,OTHER,1963.00.00.a,Fishing,Fatal,Y
3550,1962,SOUTH AFRICA,1962.12.30,Diving,Captive shark bit air hose & minor lacerations on diver's cheek PROVOKED INCIDENT,N
3551,1962,AUSTRALIA,1962.12.09,Fishing,"FATAL, right leg bitten thigh to calf  ",Y
3552,1962,SOUTH AFRICA,1962.12.00,Fishing,"No injury to occupants, shark jumped onboard, knocking 2 anglers onto the deck",N
3553,1962,AUSTRALIA,1962.11.29,Diving,"No injury, shark bit spear & dragged diver 90'",N
3554,1962,AUSTRALIA,1962.11.25,Other,"Skeletonized, except for head & feet. Possible drowning / scavenging",Y
3555,1962,USA,1962.11.11,Surfing,"Arm, hand, buttock, leg and thigh bitten",N
3556,1962,AUSTRALIA,1962.11.10,Fishing,No injury to occupants. Shark rammed boat as they were pulling in a flathead,N
3557,1962,OTHER,1962.11.00,Other,"No injury, shark bit his boot",N
3558,1962,SOUTH AFRICA,1962.10.28,Fishing,Arm lacerated (minor injury),N
3559,1962,MEXICO,1962.10.25,Wading,"FATAL, both legs bitten  ",Y
3560,1962,OTHER,1962.10.15,Other,Facial lacerations,N
3561,1962,AUSTRALIA,1962.10.14,Other,"No injury to occupant, shark ""nibbled"" at boat",N
3562,1962,USA,1962.10.06,Fishing,Drowned due to CO2 poisoning - Post Mortem Scavaging,N
3563,1962,PANAMA,1962.10.00,Other,"FATAL, body not recovered",Y
3564,1962,OTHER,1962.09.30,Fishing,Left thigh & hand & speargun bitten,N
3565,1962,MEXICO,1962.09.22,Swimming,"Left arm severely bitten, surgically amputated",N
3566,1962,OTHER,1962.09.13,Diving,"FATAL, he died within minutes of being hauled back onboard the Stirling Castle",Y
3567,1962,ITALY,1962.09.02,Fishing,"FATAL, multiple injuries to both legs  ",Y
3568,1962,OTHER,1962.08.31.R,Fishing,"Details unknown, possibly a PROVOKED INCIDENT",UNKNOWN
3569,1962,OTHER,"1962,08.30.b",Other,No injury ,N
3570,1962,PAPUA NEW GUINEA,1962.08.30.a,Fishing,Posterior lower left leg lacerated by netted shark PROVOKED INCIDENT,N
3571,1962,USA,1962.08.29,Diving,"Struck shark with abalone bar to scare it away from abalone, but shark bit his shoulder  PROVOKED INCIDENT",N
3572,1962,USA,1962.08.26,Other,"No injury to occupants, sharks tore Max Butcher's life jacket & pants",N
3573,1962,SOUTH AFRICA,1962.08.23,Fishing,"No injury to occupants, shark hit boat, lifting it from the water, bit & dented propeller",N
3574,1962,USA,1962.08.19,Surfing,"FATAL, lower right leg bitten",Y
3575,1962,USA,1962.08.12,Standing,Left thigh & hand bitten,N
3576,1962,PAPUA NEW GUINEA,1962.08.01,Fishing,"FATAL, right thigh severely bitten, right ankle lacerated ",Y
3577,1962,ITALY,1962.08.00.b,Diving,No injury,N
3578,1962,OTHER,1962.08.00.a,Other,Ankle bitten,N
3579,1962,USA,1962.07.28,Standing,Lacerations on left foot & hand,N
3580,1962,OTHER,1962.07.20,Other,Right calf lacerated by boated shark PROVOKED INCIDENT,N
3581,1962,USA,1962.07.19,Fishing,"2 lacerations on left hand by hooked shark, PROVOKED INCIDENT",N
3582,1962,USA,1962.07.10,Surfing,"Cuts on fingers, hand & wrist",N
3583,1962,USA,1962.07.07,Diving,Laceration on hand,N
3584,1962,OTHER,1962.07.03.R,Other,No injury,N
3585,1962,USA,1962.06.25,Other,FATAL,Y
3586,1962,SOUTH AFRICA,1962.06.21,Other,"No injury to occupants, shark charged boat, then 2 more sharks hit boat, oar grabbed, boat finally drifted ashore at 02h00",N
3587,1962,USA,1962.06.17,Other,"8"" laceration on left calf",N
3588,1962,USA,1962.06.11.b,Other,2 toes bitten off ,N
3589,1962,USA,1962.06.11.b,Other,"FATAL, but shark involvement uncomfirmed. Death may have been due to drowning.",Y
3590,1962,USA,1962.06.11.a,Other,"FATAL, but shark involvement uncomfirmed. Death may have been due to drowning.",Y
3591,1962,PAPUA NEW GUINEA,1962.06.10.b,Other,"FATAL, chest & leg bitten ",Y
3592,1962,USA,1962.06.10.a,Standing,Thigh bitten,N
3593,1962,AUSTRALIA,1962.06.07,Fishing,"No injury to occupant, shark grabbed anchor rope, pulling bow of boat downward & then bit bow of boat",N
3594,1962,USA,1962.06.04,Diving,Right forearm bitten PROVOKED INCIDENT,N
3595,1962,USA,1962.06.03,Diving,Left foot bitten,N
3596,1962,USA,1962.05.29,Other,Bitten on leg or ankle,N
3597,1962,USA,1962.05.12,Other,Bodies of 5 of the 6 men on board were bitten by by sharks. Sharks may have contributed to the death of some of them.,Y
3598,1962,FIJI,1962.05.00.R,Fishing,"No injury, sharks rammed boat and bit outboard motor",N
3599,1962,AUSTRALIA,1962.04.20,Fishing,"No injury to occupants, hooked shark cracked hull PROVOKED INCIDENT",N
3600,1962,MOZAMBIQUE,1962.04.09,Swimming,"Leg bitten, surgically amputated at knee",N
3601,1962,SOUTH AFRICA,1962.04.07,Wading,Left ankle & foot bitten,N
3602,1962,SOUTH AFRICA,1962.04.05,Fishing,Hooked shark bit boat PROVOKED INCIDENT,N
3603,1962,NEW ZEALAND,1962.03.25.b,Other,Left foot bitten by hooked shark PROVOKED INCIDENT,N
3604,1962,AUSTRALIA,1962.03.25.a,Fishing,No injury to occupants. Shark holed boat & they swam 200 yards to shore,N
3605,1962,PAPUA NEW GUINEA,1962.03.24,Swimming,"FATAL, calf bitten, other leg severed below knee",Y
3606,1962,PAPUA NEW GUINEA,1962.02.23,Swimming,Torso lacerated,N
3607,1962,NEW ZEALAND,1962.02.18,Swimming,"Mistook shark's tail for kelp & grabbed it, legs abraded by shark's fins PROVOKED INCIDENT",N
3608,1962,AUSTRALIA,1962.02.15,Fishing,Middle finger of right hand lacerated,N
3609,1962,SOUTH AFRICA,1962.02.07,Swimming,"FATAL, calf bitten twice",Y
3610,1962,SOUTH AFRICA,1962.02.05,Other,"FATAL, tissue removed from thigh, femoral artery severed ",Y
3611,1962,AUSTRALIA,1962.02.04,Swimming,Shin bitten,N
3612,1962,NEW ZEALAND,1962.02.02,Fishing,,UNKNOWN
3613,1962,SOLOMON ISLANDS,1962.02.00,Swimming,"FATAL, shoulder & thigh bitten ",Y
3614,1962,NEW ZEALAND,1962.01.27,Other,"Left hand injured: gash on back of hand, toothmarks on palm",N
3615,1962,MOZAMBIQUE,1962.01.26,Other,,UNKNOWN
3616,1962,AUSTRALIA,1962.01.21,Fishing,Suffered from shock & immersion after being dragged underwater  by speared shark PROVOKED INCIDENT,N
3617,1962,SOUTH AFRICA,1962.01.18,Fishing,Possible drowning / post mortem scavenging,Y
3618,1962,NEW ZEALAND,1962.01.16,Fishing,"No injury to occupants, hooked shark attacked boat PROVOKED INCIDENT",N
3619,1962,NEW ZEALAND,1962.01.15,Fishing,Shark struck him on shoulder injuring skin under suit,N
3620,1962,USA,1962.01.14.c,Surfing,Buttock bitten & major leg wound,N
3621,1962,AUSTRALIA,1962.01.14.b,Fishing,Speared shark bit gunwale of boat as it was being hauled onboard PROVOKED INCIDENT,N
3622,1962,AUSTRALIA,1962.01.14.a,Surfing,Dorsum of foot lacerated & toe severed,N
3623,1962,AUSTRALIA,1962.01.11.c,Fishing,"No injury to occupant, shark bit propeller & lifted boat several feet",N
3624,1962,PAPUA NEW GUINEA,1962.01.11.b,Fishing,Left leg & buttocks bitten,N
3625,1962,NEW ZEALAND,1962.01.11.a,Surfing,Right foot lacerated ,N
3626,1962,AUSTRALIA,1962.01.10,Fishing,No injury to fisherman Alf Dean & other occupants; shark bit stern of boat,N
3627,1962,AUSTRALIA,1962.01.08,Swimming,"Remains recovered from shark, but shark involvement prior to death unconfirmed",Y
3628,1962,AUSTRALIA,1962.01.07.b,Other,"No injury to occupants, shark bit 3"" piece from oar after they accidentally struck the shark PROVOKED INCIDENT",N
3629,1962,AUSTRALIA,1962.01.07.a,Surfing,"No injury, shark bumped board flipping him into the water",N
3630,1962,SOUTH AFRICA,1962.01.06,Fishing,Shark rammed boat 5 times & holed it,N
3631,1962,AUSTRALIA,1962.01.02,Fishing,"No injury to occupants, hooked shark dragged boat 2 miles PROVOKED INCIDENT",N
3632,1962,OTHER,1962.01.01,Fishing,"2.5"" laceration on right hand",N
3633,1962,SPAIN,1962.00.00.c,Other,Feet severed,N
3634,1962,OTHER,1962.00.00.b,Other,FATAL,Y
3635,1962,AUSTRALIA,1962.00.00.a,Diving,Right leg bitten,N
3636,1961,AUSTRALIA,1961.12.28.c,Standing,"FATAL, right arm severed at shoulder, left hand severed, right thigh bitten & surgically amputated.  Died  day after the attack",Y
3637,1961,AUSTRALIA,1961.12.28.b,Standing,"Hand bitten, surgically amputated",N
3638,1961,SOUTH AFRICA,1961.12.28.a,Other,Lower right leg & ankle bitten,N
3639,1961,AUSTRALIA,1961.12.27,Fishing,"No injury, Parker shot the shark when it came close to his nephew, Bill Bradbury (14), then the shark bent his speargun PROVOKED INCIDENT",N
3640,1961,AUSTRALIA,1961.12.19,Fishing,No injury to occupant; shark leapt into boat,N
3641,1961,MOZAMBIQUE,1961.12.18.b,Bathing,His left leg was severely bitten,N
3642,1961,AUSTRALIA,1961.12.18.a,Surfing,"FATAL, right wrist and hand bitten, left leg severed above knee ",Y
3643,1961,AUSTRALIA,1961.12.13,Swimming,Right thigh and leg lacerated,N
3644,1961,MEXICO,1961.11.14,Other,"Bodies of  hurricane victims bitten by shoals of sharks, post mortem scavenging",Y
3645,1961,PHILIPPINES,1961.10.27,Other,Right leg severed,N
3646,1961,USA,1961.10.09,Swimming,"Skeletonized, but shark involvement may have occurred after death.",Y
3647,1961,OTHER,1961.10.00.b,Other,"No injury to occupant, canoe  bitten & overturned by shark",N
3648,1961,USA,1961.10.00.a,Other,"FATAL. His body washed ashore, presumed shark attack",Y
3649,1961,USA,1961.09.26,Other,Foot & lower leg abraded and lacerated when he kicked the shark PROVOKED INCIDENT,N
3650,1961,CROATIA,1961.09.24.b,Swimming,"FATAL, hand severed & legs bitten  ",Y
3651,1961,OTHER,1961.09.24.a,Fishing,PROVOKED INCIDENT Right hand severed by hooked shark,N
3652,1961,OTHER,1961.09.23,Other,Right shoulder blade  & back lacerated,N
3653,1961,OTHER,1961.09.07,Diving,"3"" cut on sole of foot",N
3654,1961,ITALY,1961.09.02.R,Fishing,Left foot & right hand bitten by netted shark PROVOKED INCIDENT,N
3655,1961,AUSTRALIA,1961.09.06,Other,Shark involvement prior to death priunconfirmed,Y
3656,1961,USA,1961.08.20,Swimming,"Foot, leg  & groin lacerated",N
3657,1961,USA,1961.08.16,Wading,"Right arm bitten. Left leg bitten, surgically amputated ",N
3658,1961,OTHER,1961.08.04,Fishing,Right hand lacerated,N
3659,1961,USA,1961.08.02,Fishing,Hand bitten,N
3660,1961,PAPUA NEW GUINEA,1961.08.01,Fishing,Thigh lacerated PROVOKED INCIDENT,N
3661,1961,USA,1961.07.29,Fishing,Puncture wound on right shin & fingers lacerated by speared shark PROVOKED INCIDENT,N
3662,1971,OTHER,1961.07.16,Swimming,Left leg injured,N
3663,1961,AUSTRALIA,1961.07.07.b,Fishing,"No injury to occupant, hooked shark bit boat's rudder PROVOKED INCIDENT",N
3664,1961,ITALY,1961.07.00.b,Fishing,Foot bitten,N
3665,1961,PANAMA,1961.07.00.a,Fishing,"FATAL, hooked shark pulled him into the water PROVOKED INCIDENT",Y
3666,1961,USA,1961.06.24,Diving,"FATAL, arm severed & left side of torso removed ",Y
3667,1961,USA,1961.06.18,Standing,Lacerations to left leg,N
3668,1961,USA,1961.06.06.R,Fishing,"No injury to diver or occupants of the boat, shark butted boat ",N
3669,1961,OTHER,1961.06.02,Fishing,Minor injuries to arm,N
3670,1961,PAPUA NEW GUINEA,1961.06.01,Fishing,"Left thigh severely bitten, but he regained  the canoe, then shark bit canoe PROVOKED INCIDENT",N
3671,1961,USA,1961.05.21,Diving,"No injury, wetsuit bitten",N
3672,1961,OTHER,1961.05.17,Fishing,Thumb & 2 fingers severed,N
3673,1961,USA,1961.05.15,Other,Middle finger of left hand & right forearm lacerated,N
3674,1961,AUSTRALIA,1961.05.07,Fishing,"No injury, speared shark hit speargun PROVOKED INCIDENT",N
3675,1961,USA,1961.04.30,Other,Abdomen abraded,N
3676,1961,AUSTRALIA,1961.04.25,Fishing,Speared shark bit Davy's ankle &  Pierpont's right leg  PROVOKED INCIDENT,N
3677,1961,MOZAMBIQUE,1961.04.21,Swimming,"Multiple injuries to both hands, left leg & foot",N
3678,1961,SOUTH AFRICA,1961.04.17,Diving,Shark bit swimfin after diver kicked shark PROVOKED INCIDENT,N
3679,1961,USA,1961.04.16.b,Fishing,Thigh bitten,N
3680,1961,AUSTRALIA,1961.04.16.a,Fishing,Speared shark bit his foot  PROVOKED INCIDENT,N
3681,1961,AUSTRALIA,1961.04.14,Fishing,Tiny cuts & bruises on neck  ,N
3682,1961,MOZAMBIQUE,1961.04.09,Swimming,"FATAL, extensive abdominal wounds, died 4 days later  ",Y
3683,1961,OTHER,1961.04.08,Other,Some of the survivors said to have been bitten by sharks,Y
3684,1961,AUSTRALIA,1961.04.03,Fishing,"No injury, right sleeve of wetsuit ripped, weight on belt gashed",N
3685,1961,AUSTRALIA,1961.04.00,Fishing,Speared shark bit his arm & seat of pants of diving suit  PROVOKED INCIDENT,N
3686,1961,AUSTRALIA,1961.03.30,Fishing,"Shark took his entire catch, lacerated his knee and tore his wet suit as it brushed past him",N
3687,1961,AUSTRALIA,1961.03.18,Swimming,"Abdomen & arm bitten. Shark, holding him by the arm, leapt 4' to 5' above the surface",N
3688,1961,AUSTRALIA,1961.03.14,Fishing,Hooked shark hauled on board bit her foot PROVOKED INCIDENT,N
3689,1961,AUSTRALIA,1961.03.12,Fishing,Left leg bitten  & left forearm lacerated,N
3690,1961,OTHER,1961.03.09,Diving,Right elbow bitten,N
3691,1961,SOUTH AFRICA,1961.03.07,Fishing,Landed shark in boat bit his left leg  PROVOKED INCIDENT,N
3692,1961,FIJI,1961.03.00,Other,Right forearm bitten,N
3693,1961,USA,1961.02.17.b,Other,Thumb lacerated by captive shark PROVOKED INCIDENT,N
3694,1961,AUSTRALIA,1961.02.17.a,Standing,"Ankle bitten by small gummy shark, minor injury",N
3695,1961,OTHER,1961.02.16,Other,FATAL,Y
3696,1961,SOUTH AFRICA,1961.02.12,Fishing,Torso bruised & abraded ,N
3697,1961,SOUTH AFRICA,1961.02.01.b,Swimming,"FATAL, multiple injuries to both legs, feet & left arm  ",Y
3698,1961,AUSTRALIA,1961.02.01.a,Fishing,No injury,N
3699,1961,USA,1961.02.00,Other,Considered a doubtful incident,N
3700,1961,SOUTH AFRICA,1961.01.25,Fishing,"No injury to occupants, shark took a gaffed fish they were bringing aboard & hit their boat",N
3701,1961,SOUTH AFRICA,1961.01.22,Swimming,Left thigh bitten ,N
3702,1961,AUSTRALIA,1961.01.15,Other,Right calf  bitten by lassoed shark on deck of surf ski PROVOKED INCIDENT,N
3703,1961,SOUTH AFRICA,1961.01.06.c,Standing,"Right foot, leg and hand bitten",N
3704,1961,OTHER,1961.01.06.b,Other,"3 were lost, 3 survived",Y
3705,1961,AUSTRALIA,1961.01.06.a,Fishing,Finger bitten by hooked shark PROVOKED INCIDENT,N
3706,1961,MOZAMBIQUE,1961.01.05,Swimming,Leg bitten ,N
3707,1961,SOUTH AFRICA,1961.01.03.b,Standing,"Lower left leg bitten, abrasions on back of right leg",N
3708,1961,SOUTH AFRICA,1961.01.03.a,Other,Human remains (patella & remnants of black swim suit) found in shark,Y
3709,1961,AUSTRALIA,1961.01.02.R,Other,"No injury to occupants, shark struck boat",N
3710,1961,AUSTRALIA,1961.00.00.e,Fishing,"No injury to occupant, shark took hooked fish then bit stern of boat",N
3711,1961,OTHER,1961.01.01,Swimming,Leg bitten,N
3712,1961,NEW CALEDONIA,1961.00.00.d,Fishing,Arm injured,N
3713,1961,OTHER,1961.00.00.b,Diving,FATAL,Y
3714,1961,USA,1961.00.00.a,Other,3 of the 4 passengers killed by sharks,Y
